"full_text","id_str","created_at","username","user_id_str","lang","location","quote_count","reply_count","retweet_count","favorite_count","tweet_url","mentions","mention_count","source","target"
"@GheaJhanaLie7 @felixsiauw @ustadzkhalid @PastorGilbertL @nahdlatululama Ah pakek nanya gereja aja dijaga apalagi pendetanya ","1.78E+47","2024-04-16 10:08:47+00:00","cecep_gaz","2423280967.0","in","","0","0","0","11","https://x.com/cecep_gaz/status/1780176503839600750","GheaJhanaLie7,felixsiauw,ustadzkhalid,PastorGilbertL,nahdlatululama","5","cecep_gaz","GheaJhanaLie7"
"Konsesi ini umumnya tambang batu bara yang masih kaya akan cadangan sumber daya alam. Nahdlatul Ulama mengajukan diri hendak mengelola WIUPK ini. https://t.co/hlUJHQoId6","1.78e+32","2024-04-16 10:55:57+00:00","tempodotco","18129942.0","in","Indonesia","1","2","0","4","https://x.com/tempodotco/status/1780188373929656727","","0","tempodotco",""
"@GheaJhanaLie7 @felixsiauw @ustadzkhalid @PastorGilbertL @nahdlatululama Kan dapat bagian dari persepuluh","1.78E+47","2024-04-16 11:08:18+00:00","kukuh_irianto","223709269.0","in","Bogor","0","0","0","7","https://x.com/kukuh_irianto/status/1780191482374500548","GheaJhanaLie7,felixsiauw,ustadzkhalid,PastorGilbertL,nahdlatululama","5","kukuh_irianto","GheaJhanaLie7"
"admin akun NU lucu2an bukan cuma goblok dia juga mabok stoik. Kalo dibiarin itu admin ngebacot terus NU lama2 kek ormas berisi masmas pengangguran isuk awan bengi udut gak tersentuh pengetahuan tapi kakehan cangkem gak relevan dg zaman. Malih isin ngaku warga NU jancuk.","1.78E+31","2024-04-16 11:51:13+00:00","asriprabasari","127105792.0","in","Indonesia","0","1","15","28","https://x.com/asriprabasari/status/1780202285097943527","","0","asriprabasari",""
"@GheaJhanaLie7 @Rianaze @felixsiauw @ustadzkhalid @PastorGilbertL @nahdlatululama lagi sibuk persiapan ke Papua https://t.co/pDVL9wYedA","1.78e+32","2024-04-16 11:54:46+00:00","Kevin_Imut123","1.74e+32","in","","0","0","0","2","https://x.com/Kevin_Imut123/status/1780203177104834686","GheaJhanaLie7,Rianaze,felixsiauw,ustadzkhalid,PastorGilbertL,nahdlatululama","6","Kevin_Imut123","GheaJhanaLie7"
"@MurtadhoRoy Personally I think we should view mainstream or to be more specific the elite of Nahdlatul Ulama as what @prof_ahmetkuru said The Ulema-State alliances ","1.78e+32","2024-04-16 11:59:20+00:00","dearmee99","1.09e+32","en","","1","0","0","1","https://x.com/dearmee99/status/1780204326910324792","MurtadhoRoy,prof_ahmetkuru","2","dearmee99","MurtadhoRoy"
"Perseteruan bahlil dan luhut yg perihal pembagian IUP (ijin usaha pertambangan). Bahlil ngotot memberikan IUP kepada organisasi kemasyarakatan sedang luhut beranggapan bahlil memiliki konflik kepentingan dng IUP ormas. Awal mula perseteruan adalah pada saat muktamar NU https://t.co/kJNJpZ9hL8","1.78E+31","2024-04-16 12:01:08+00:00","5teV3n_Pe9eL","224431376.0","in","Planeta Rica, Colombia","27","51","203","484","https://x.com/5teV3n_Pe9eL/status/1780204776762053097","","0","5teV3n_Pe9eL",""
"@GheaJhanaLie7 @felixsiauw @ustadzkhalid @PastorGilbertL @nahdlatululama Banserp kan dibina yaqul ","1.78e+32","2024-04-16 13:11:17+00:00","dwi_cahyonod","1.63e+32","in","Kingdom of Saudi Arabia","0","0","0","3","https://x.com/dwi_cahyonod/status/1780222431703269784","GheaJhanaLie7,felixsiauw,ustadzkhalid,PastorGilbertL,nahdlatululama","5","dwi_cahyonod","GheaJhanaLie7"
"Dua kata lucu Nahdlatul Ulama.","1.78e+32","2024-04-16 13:55:50+00:00","PragmaticMou","1.03e+32","in","DKI Jakarta, Indonesia","0","0","0","1","https://x.com/PragmaticMou/status/1780233643245338786","","0","PragmaticMou",""
"@GheaJhanaLie7 @BonorejoKyai @felixsiauw @ustadzkhalid @PastorGilbertL @nahdlatululama Sibuk siapin dangdutan","1.78e+32","2024-04-16 14:03:39+00:00","amelcewaw","1.66e+32","in","","0","0","0","4","https://x.com/amelcewaw/status/1780235609908691260","GheaJhanaLie7,BonorejoKyai,felixsiauw,ustadzkhalid,PastorGilbertL,nahdlatululama","6","amelcewaw","GheaJhanaLie7"
"@GheaJhanaLie7 @felixsiauw @ustadzkhalid @PastorGilbertL @nahdlatululama Lai pada sibuk ngurut refkeksi kakik2 Pendeta dan para Biksu mereka Majikannya Banser.","1.78e+32","2024-04-16 14:29:47+00:00","AkasiaUsman","1.61e+32","in","","0","0","0","0","https://x.com/AkasiaUsman/status/1780242186841317847","GheaJhanaLie7,felixsiauw,ustadzkhalid,PastorGilbertL,nahdlatululama","5","AkasiaUsman","GheaJhanaLie7"
"@GheaJhanaLie7 @felixsiauw @ustadzkhalid @PastorGilbertL @nahdlatululama Banser? Apakah itu? Apa sejenis binatang kah itu?","1.78e+32","2024-04-16 14:37:55+00:00","BedjoArto","1.61e+32","in","","0","0","0","0","https://x.com/BedjoArto/status/1780244233187893468","GheaJhanaLie7,felixsiauw,ustadzkhalid,PastorGilbertL,nahdlatululama","5","BedjoArto","GheaJhanaLie7"
"@kegblgnunfaedh Keluarga dari Ormas NU punya pemikiran Selain NU salah semua! https://t.co/iSDGNtpNuk","1.78E+31","2024-04-16 14:38:39+00:00","musuhbuzzerp","1.19E+31","in","","0","0","0","0","https://x.com/musuhbuzzerp/status/1780244419138175024","kegblgnunfaedh","1","musuhbuzzerp","kegblgnunfaedh"
"demi Allah ormas islam NU kacau bgt","1.78E+31","2024-04-16 14:55:09+00:00","filodoxiaa","1.19E+31","in","DKI Jakarta, Indonesia","0","0","0","0","https://x.com/filodoxiaa/status/1780248572296081483","","0","filodoxiaa",""
"90 Tahun Gerakan Pemuda Ansor Usia yg semakin menunjukkan kesiapannya dalam merebut kepemimpinan kelompok Muslim di Indonesia dan menjadi pandu (peretas jalur) bagi Nahdlatul Ulama &amp; Indonesia. @hayder_imron @AfifFuadS @NUgarislucu @noeruzzaman @syaltout https://t.co/jQAvAaPwg8 https://t.co/RaBw23N6FR","1.78e+32","2024-04-16 15:46:08+00:00","kawalkyai","27273558.0","in","DKI Jakarta, Indonesia","1","0","24","31","https://x.com/kawalkyai/status/1780261403603198277","hayder_imron,AfifFuadS,NUgarislucu,noeruzzaman,syaltout","5","kawalkyai","hayder_imron"
"@GheaJhanaLie7 @MUIPusat @nahdlatululama @muhammadiyah Dia kan bangga Cik... bisa bertemu dan berjabat tangan dengan TOKOH GENOCIDE... eh maksudku TOKOH DUNIA... HITAM...","1.78e+32","2024-04-16 15:46:47+00:00","abilngumar","250372940.0","in","Indonesia","0","0","0","0","https://x.com/abilngumar/status/1780261567239770617","GheaJhanaLie7,MUIPusat,nahdlatululama,muhammadiyah","4","abilngumar","GheaJhanaLie7"
"Ini internal NU gak ada yg tergerak untuk buka kedok siapa yg pegang akun ini? Atau satu ormas udah dapet angpau dari dajjal? https://t.co/84EQnJE9v2","1.78E+31","2024-04-16 20:54:29+00:00","raydhanitra","61931160.0","in","Here","0","0","0","0","https://x.com/raydhanitra/status/1780339000399507473","","0","raydhanitra",""
"@achmadnas99 @robby_karman @nahdlatululama @Official_Ansor Semua penjelasan saya sama dg pandangan Gus Yahya. Disyarahi sama temen Muhammdiyah @robby_karman dg serampangan. ","1.78e+32","2024-04-16 22:06:28+00:00","NUgarislucu","3069064298.0","in","","2","4","1","5","https://x.com/NUgarislucu/status/1780357113774289165","achmadnas99,robby_karman,nahdlatululama,Official_Ansor,robby_karman","5","NUgarislucu","achmadnas99"
"@GheaJhanaLie7 @Starfucker34221 @felixsiauw @ustadzkhalid @PastorGilbertL @nahdlatululama Ya MUNGKIN waktu itu lagi jaga gereja @PastorGilbertL Bukan bgitu min @nahdlatululama @Banser_CyberNU ?","1.78e+32","2024-04-16 22:07:43+00:00","KangMasUsep","1.61e+32","in","","0","0","0","1","https://x.com/KangMasUsep/status/1780357430691631599","GheaJhanaLie7,Starfucker34221,felixsiauw,ustadzkhalid,PastorGilbertL,nahdlatululama,PastorGilbertL,nahdlatululama,Banser_CyberNU","9","KangMasUsep","GheaJhanaLie7"
"Niat Pendeta Gilbert Lumoindong Terungkap PBNU dan MUI Sepakat Tak Ada Unsur Menistakan Agama Islam: Pengurus Besar Nahdlatul Ulama (PBNU) menilai tak ada maksud Pendeta Gilbert Lumoindong yang menistakan agama Islam dalam ceramahnya. https://t.co/rRHo3cEz5f https://t.co/6O7ZBwpC3b","1.78e+32","2024-04-16 22:10:07+00:00","tvOneNews","55507370.0","in","Pulo Gadung, Indonesia","6","66","8","27","https://x.com/tvOneNews/status/1780358032737849797","","0","tvOneNews",""
"@GheaJhanaLie7 @felixsiauw @ustadzkhalid @PastorGilbertL @nahdlatululama Mungkin mrk ikut menikmati per10an","1.78e+32","2024-04-16 22:24:03+00:00","Azzam7911","1.40E+47","in","","0","0","0","0","https://x.com/Azzam7911/status/1780361541273166326","GheaJhanaLie7,felixsiauw,ustadzkhalid,PastorGilbertL,nahdlatululama","5","Azzam7911","GheaJhanaLie7"
"@thoriqatuna Jujur gue makin kagak respect ke NU. Just want u to know @nahdlatululama","1.78e+32","2024-04-16 22:34:06+00:00","Ardhi_addhi","1.24e+32","en","","0","0","0","4","https://x.com/Ardhi_addhi/status/1780364070912499776","thoriqatuna,nahdlatululama","2","Ardhi_addhi","thoriqatuna"
"Biografi dan Kisah Sukses - Hasyim Asy'ari - Pendiri Nahdlatul Ulama Free Download Aplikasi Biografi di Playstore: https://t.co/GvVfUOZHBd #11_biografi https://t.co/NR9pCH3Bdg","1.78e+32","2024-04-17 00:00:01+00:00","kamikamustudio","3227006718.0","in","Indonesia","0","0","0","0","https://x.com/kamikamustudio/status/1780385690079121515","","0","kamikamustudio",""
"Apapun Suara kita tetap Bisnis NU Lancar; Dari sekian banyak ormas baru NU yang mengajukan diri mengelola IUP. Menteri Bahlil memang menyebut ada beberapa ormas tapi terbatas lima-enam organisasi. https://t.co/gglUMOpmJ6 https://t.co/wpXY3M6qwe","1.78E+31","2024-04-17 00:01:55+00:00","Mulalt_","1.27E+31","in","Texas","0","2","2","25","https://x.com/Mulalt_/status/1780386168095625382","","0","Mulalt_",""
"@GheaJhanaLie7 @felixsiauw @ustadzkhalid @PastorGilbertL @nahdlatululama G usah ditnya lah banser itu kan sll mingkem jk ada org ato kelompok yg melecehkan syariat tp sok jagoan ama yg berjuang menegakkan syariat dan mrs paling benar sndri","1.78e+32","2024-04-17 00:05:20+00:00","hermanto80_agus","9.49E+46","in","Arosbaya Bangkalan","0","0","0","1","https://x.com/hermanto80_agus/status/1780387030356443472","GheaJhanaLie7,felixsiauw,ustadzkhalid,PastorGilbertL,nahdlatululama","5","hermanto80_agus","GheaJhanaLie7"
"@GheaJhanaLie7 @felixsiauw @ustadzkhalid @PastorGilbertL @nahdlatululama Membubarkan krn ada amplop nya","1.78e+32","2024-04-17 00:05:47+00:00","Gina53855494","1.32e+32","in","Bandung, Jawa Barat","0","0","0","0","https://x.com/Gina53855494/status/1780387144730841428","GheaJhanaLie7,felixsiauw,ustadzkhalid,PastorGilbertL,nahdlatululama","5","Gina53855494","GheaJhanaLie7"
"@GheaJhanaLie7 @rosunWONG @felixsiauw @ustadzkhalid @PastorGilbertL @nahdlatululama Lagi joget dangdut pake saweran.","1.78e+32","2024-04-17 00:25:34+00:00","Didit3Ahmadi","1.61e+30","in","","0","0","0","1","https://x.com/Didit3Ahmadi/status/1780392121884979393","GheaJhanaLie7,rosunWONG,felixsiauw,ustadzkhalid,PastorGilbertL,nahdlatululama","6","Didit3Ahmadi","GheaJhanaLie7"
"@GheaJhanaLie7 @ategeo @felixsiauw @ustadzkhalid @PastorGilbertL @nahdlatululama Satu pendeta kita maaf kan maka akan lahir sejuta manusia melanggar toleransi dan keharmonisam beragama Maaf oke Hukum lanjut Penjara buat bikin jera","1.78e+32","2024-04-17 00:32:03+00:00","heri1618","1.35e+32","in","DKI Jakarta, Indonesia","0","0","1","2","https://x.com/heri1618/status/1780393751762137464","GheaJhanaLie7,ategeo,felixsiauw,ustadzkhalid,PastorGilbertL,nahdlatululama","6","heri1618","GheaJhanaLie7"
"@MatKodok2000 @ncuz_3a16 Apa iya sikap spt di atas itu sikap resmi @nahdlatululama ?","1.78e+32","2024-04-17 00:32:17+00:00","PineksoRoyi1","9.86E+46","in","","0","0","0","0","https://x.com/PineksoRoyi1/status/1780393812944412735","MatKodok2000,ncuz_3a16,nahdlatululama","3","PineksoRoyi1","MatKodok2000"
"Netanyahu United @nahdlatululama apanya yang ulama?","1.78E+47","2024-04-17 01:04:17+00:00","welanu","146423810.0","in","Jakarta","0","0","0","0","https://x.com/welanu/status/1780401863990607985","nahdlatululama","1","welanu","nahdlatululama"
"@NUgarislucu @achmadnas99 @robby_karman @nahdlatululama @Official_Ansor Ah mosok","1.78e+32","2024-04-17 01:47:23+00:00","mzwahyoe","2281344662.0","in","","0","0","0","1","https://x.com/mzwahyoe/status/1780412710414655515","NUgarislucu,achmadnas99,robby_karman,nahdlatululama,Official_Ansor","5","mzwahyoe","NUgarislucu"
"@ariamericano Nahdlatul Ulama jadi Narsis Ulama. Susah banget lepasnya dari sifat begitu terutamanya elitnya. Sebagai orang NU kultural rasanya malu banget.","1.78e+32","2024-04-17 02:51:20+00:00","edwnPr20","1.23e+32","in","","0","0","0","0","https://x.com/edwnPr20/status/1780428804982513771","ariamericano","1","edwnPr20","ariamericano"
"@GheaJhanaLie7 @felixsiauw @ustadzkhalid @PastorGilbertL @nahdlatululama Klu di gruduk tuh pendeta mereka ga dpt job lg min...","1.78e+32","2024-04-17 03:16:32+00:00","andaandrea88","1.55e+32","in","","0","0","0","0","https://x.com/andaandrea88/status/1780435148099780879","GheaJhanaLie7,felixsiauw,ustadzkhalid,PastorGilbertL,nahdlatululama","5","andaandrea88","GheaJhanaLie7"
"Nahdlatul Ulama eh bukan deng Netanyahu Ulama semoga liat ini gini gak boleh mengutuk ceunah??? Ini kurang biadab apa sampe gak boleh dikutuk??? Nahdlatul Ulama perlu merombak kompas moral dan kemanusiaannya karna kemanusiannya bukan NOL lagi tapi MINUS!!!!! https://t.co/YC8JoXB5Gu","1.78e+32","2024-04-17 03:28:20+00:00","aily_shin","798137372.0","in","Pandora","0","2","0","0","https://x.com/aily_shin/status/1780438115829825806","","0","aily_shin",""
"Dirgahayu Pergerakanku! 64 tahun PMII merawat peradaban. Embrio PMII adl Nahdlatul Ulama' (NU). DNA PMII adl Pancasila &amp; Ahlusunnah Wal Jamaah. Perjuangan PMII adl perjuangan membela NKRI. Hari ini kader² PMII menyebar hampir ke semua lini di negeri ini khususnya di NU. https://t.co/UqxUzHY4yl","1.78e+32","2024-04-17 03:38:04+00:00","SFaylasuf","1.4e+32","in","Kangean Island ","0","2","1","9","https://x.com/SFaylasuf/status/1780440566305886501","","0","SFaylasuf",""
"Pengurus Besar Nahdlatul Ulama (PBNU) menilai tak ada maksud Pendeta Gilbert Lumoindong yang menistakan agama Islam dalam ceramahnya. Pemuka agama Kristen Gilbert Lumoindong sebelumnya viral karena diduga menyinggung umat Islam dalam ceramahnya. Potongan video tersebut pun https://t.co/WzXXlXMZEU","1.78e+32","2024-04-17 03:42:13+00:00","tvOneNews","55507370.0","in","Pulo Gadung, Indonesia","1","26","0","2","https://x.com/tvOneNews/status/1780441611329274292","","0","tvOneNews",""
"@BenySetia0ne Ga hanya @muhammadiyah dg @LAZISMU nya ada juga @nahdlatululama dg @nucare_lazisnu nya. Selain itu juga warga papua mendapatkan sapi/kambing qurban dari @rumahzakat dan @dompetdhuafaorg sedangkan @baznasindonesia biasanya ngirim daging qurba","1.78e+32","2024-04-17 05:47:51+00:00","prabuadyatama","468871683.0","in","indonesia ","0","0","0","0","https://x.com/prabuadyatama/status/1780473224696053804","BenySetia0ne,muhammadiyah,LAZISMU,nahdlatululama,nucare_lazisnu,rumahzakat,dompetdhuafaorg,baznasindonesia","8","prabuadyatama","BenySetia0ne"
"@GheaJhanaLie7 @felixsiauw @ustadzkhalid @PastorGilbertL @nahdlatululama Oo @Banser_CyberNU @bansernusantar1 ..ga mungkin lah.. Ga bisa diharapkan","1.78e+32","2024-04-17 06:39:44+00:00","Yulhend28458529","1.42E+48","in","","0","0","0","0","https://x.com/Yulhend28458529/status/1780486281895788970","GheaJhanaLie7,felixsiauw,ustadzkhalid,PastorGilbertL,nahdlatululama,Banser_CyberNU,bansernusantar1","7","Yulhend28458529","GheaJhanaLie7"
"@MAWARKID nahdlatul ulama","1.78e+32","2024-04-17 07:08:27+00:00","haveanisdays","1.45e+32","in","","0","0","0","0","https://x.com/haveanisdays/status/1780493511252758923","MAWARKID","1","haveanisdays","MAWARKID"
"@achmadnas99 @robby_karman @nahdlatululama @NUgarislucu @Official_Ansor cukup dihadapi.. Wow sesuatu banget","1.78e+32","2024-04-17 07:14:14+00:00","zathijaudaun","2946433202.0","in","aku ndek sebelahmu caket","0","1","0","0","https://x.com/zathijaudaun/status/1780494966122578300","achmadnas99,robby_karman,nahdlatululama,NUgarislucu,Official_Ansor","5","zathijaudaun","achmadnas99"
"@zathijaudaun @robby_karman @nahdlatululama @NUgarislucu @Official_Ansor Hiyesss","1.78e+32","2024-04-17 07:22:07+00:00","achmadnas99","1.62e+32","tl","","0","0","0","0","https://x.com/achmadnas99/status/1780496951429177801","zathijaudaun,robby_karman,nahdlatululama,NUgarislucu,Official_Ansor","5","achmadnas99","zathijaudaun"
"@GheaJhanaLie7 @AkuMasihRun @felixsiauw @ustadzkhalid @PastorGilbertL @nahdlatululama colek @NUgarislucu","1.78e+32","2024-04-17 07:34:31+00:00","tishaputrie","1.61e+32","pl","","0","0","0","1","https://x.com/tishaputrie/status/1780500070196269549","GheaJhanaLie7,AkuMasihRun,felixsiauw,ustadzkhalid,PastorGilbertL,nahdlatululama,NUgarislucu","7","tishaputrie","GheaJhanaLie7"
"Nahdlatul Ulama &amp; do'a qunut nazilah","1.78e+32","2024-04-17 07:48:13+00:00","yoqasetiawan","3197077668.0","in","Darwin, Northern Territory","0","0","0","0","https://x.com/yoqasetiawan/status/1780503518979530787","","0","yoqasetiawan",""
"@GheaJhanaLie7 @felixsiauw @ustadzkhalid @PastorGilbertL @nahdlatululama Mereka munafik","1.78e+32","2024-04-17 08:59:03+00:00","I5AMA","297524877.0","in","","0","0","0","0","https://x.com/I5AMA/status/1780521343924260967","GheaJhanaLie7,felixsiauw,ustadzkhalid,PastorGilbertL,nahdlatululama","5","I5AMA","GheaJhanaLie7"
"@nahdlatululama woyyyyy","1.78e+32","2024-04-17 09:04:47+00:00","sunglaklak","1.01e+32","und","","0","0","0","0","https://x.com/sunglaklak/status/1780522788534784127","nahdlatululama","1","sunglaklak","nahdlatululama"
"@GheaJhanaLie7 @felixsiauw @ustadzkhalid @PastorGilbertL @nahdlatululama Ga usah kencang2...","1.78e+32","2024-04-17 10:13:35+00:00","bataviajantan","189458808.0","in","jakarta","0","0","0","0","https://x.com/bataviajantan/status/1780540099438194911","GheaJhanaLie7,felixsiauw,ustadzkhalid,PastorGilbertL,nahdlatululama","5","bataviajantan","GheaJhanaLie7"
"@fahmifatoni1 @Mundiwangi4 @pengacaramuslim @CCICPolri @MUIPusat @nahdiyinbersatu @nahdlatululama @nu_online @DPPFPI_ @muhammadiyah Enjoy your screenshot and... Get 10 stickers for $1: https://t.co/IGW12ygmK5 https://t.co/61A6wunj9K","1.78e+32","2024-04-17 11:35:44+00:00","pikaso_me","1.23e+32","en","","1","2","0","4","https://x.com/pikaso_me/status/1780560772885631052","fahmifatoni1,Mundiwangi4,pengacaramuslim,CCICPolri,MUIPusat,nahdiyinbersatu,nahdlatululama,nu_online,DPPFPI_,muhammadiyah","10","pikaso_me","fahmifatoni1"
"@GheaJhanaLie7 @felixsiauw @ustadzkhalid @PastorGilbertL @nahdlatululama Spt nya gak ada komando jadi gimana mau beraksi ?","1.78e+32","2024-04-17 11:50:12+00:00","SuaraKawan1","451873278.0","in","KBB West Java","0","0","0","0","https://x.com/SuaraKawan1/status/1780564416578371594","GheaJhanaLie7,felixsiauw,ustadzkhalid,PastorGilbertL,nahdlatululama","5","SuaraKawan1","GheaJhanaLie7"
"@fahmifatoni1 @Mundiwangi4 @pengacaramuslim @CCICPolri @MUIPusat @nahdiyinbersatu @nahdlatululama @nu_online @DPPFPI_ @muhammadiyah @pikaso_me Setuju.Di viralkan akun ini agar diproses sesuai UU ITE","1.78e+32","2024-04-17 12:14:19+00:00","andiko_sw","1.61e+32","in","Indonesia","0","2","0","4","https://x.com/andiko_sw/status/1780570483211317662","fahmifatoni1,Mundiwangi4,pengacaramuslim,CCICPolri,MUIPusat,nahdiyinbersatu,nahdlatululama,nu_online,DPPFPI_,muhammadiyah,pikaso_me","11","andiko_sw","fahmifatoni1"
"Berikut kami sajikan Timeline Konferensi Cabang Nahdlatul Ulama Cilacap Tahun 2024. Lihat Infografis&gt;&gt; #konfercab #konfercabnucilacap #konfercabnucilacap2024 #nucilacap #nucilacaponline #pcnucilacap #nahdlatululama https://t.co/fxLk3w2S8U","1.78e+32","2024-04-17 12:19:26+00:00","nucilacaponline","1.23e+32","in","Cilacap Jawa Tengah Indonesia","0","0","0","0","https://x.com/nucilacaponline/status/1780571771131031660","","0","nucilacaponline",""
"Dari Awal NU itu Singkatan yang Salah : Nahdlatul 'Ulama (Kebangkitan Ulama)... Mestinya Nahdlatul 'Ummat (Kebangkitan Umat) Akhirnya Umatnya Gak Bangkit2 Ulamanya Malah Jatuh Adabnya Menganggap Umat Sebagai Binatang...Ulamanya Gembong Binatang.... Coba itu....!!!","1.78e+32","2024-04-17 15:22:02+00:00","MamanPiyul","1.75E+47","in","","0","0","5","4","https://x.com/MamanPiyul/status/1780617723393028216","","0","MamanPiyul",""
"Menariknya beliau usulkan Indobesia mendorong perdamaian melalui kekuatan citizenship. Pendekatan citizen to citizen bisa dilakukan oleh warga biasa LSM akademisi universitas dan bisa juga oleh organisasi muslim Nahdlatul Ulama dan Muhammadiyah misalnya. https://t.co/coFD5efRt2","1.78e+32","2024-04-17 15:22:37+00:00","Cutes_Zee","10876642.0","in","Indonesia","0","1","0","0","https://x.com/Cutes_Zee/status/1780617870348881997","","0","Cutes_Zee",""
